"Geneid","SVG09","SVG10","SVG11","SVG12","SVG13","SVG14"
"Mb0091",1330,1218,1204,1757,868,1955
"Mb1565C",1775,2175,1778,1943,1362,1226
"Mb0040C",1610,1687,1547,2866,1982,1942
"Mb1647C",1257,1497,1173,1577,1230,1034
"Mb2941",422,547,515,1988,938,1539
"Mb1462C",1095,1484,1233,2113,1823,1442
"Mb2470",1521,1595,1786,2168,1715,1668
"Mb2501C",1903,1937,1922,1815,1465,1261
"Mb0144",3236,3465,3359,2323,1984,1873
"Mb3409",1326,1681,1468,1447,1009,1166
"Mb3290",823,1230,1016,2034,1345,1363
"Mb1461C",787,1022,908,1711,1778,1235
"Mb3257",1459,1943,1465,1809,1378,1028
"Mb0696C",2757,1577,2303,1372,998,959
"Mb0953",1511,1914,1804,1757,1208,1473
"Mb2659C",7151,3642,6342,5418,927,5917
"Mb0467",536,707,534,1688,1992,894
"Mb2272",1373,1222,1419,1361,1231,1049
"Mb2408",1811,1567,1841,2388,2211,1989
"Mb1636",1737,2216,1766,1812,1167,1185
"Mb3819",1088,1241,1237,2107,1538,1832
"Mb2979C",2526,2573,2519,2520,1706,2192
"Mb3812",2156,2413,2268,2775,2245,2215
"Mb0470",616,691,733,2613,1762,1870
"Mb2069C",1604,1561,1588,1400,1154,1098
"Mb2997C",985,1134,1078,1489,1137,1141
"Mb2526C",1299,1364,1225,1416,1452,1136
"Mb0432C",985,1195,1021,1884,1868,1478
"Mb0747C",2677,1700,2152,1740,1379,1437
"Mb3003C",2429,2068,2277,955,779,740
"Mb0396",1560,1724,1747,1368,1036,1179
"Mb2259",1092,1424,1164,1542,1133,1067
"Mb0606",2362,1994,2143,2027,1798,1557
"Mb1403",1652,1951,1801,1951,2268,1577
"Mb3437C",2026,2178,2322,2412,1716,1982
"Mb0603",3037,2522,2990,1768,1619,1464
"Mb2191C",967,1035,1181,2045,1728,1666
"Mb2477C",1576,1439,1771,1003,204,1516
"Mb1245",4785,3259,4340,1594,1286,1191
"Mb0311",1615,1716,1528,2524,2015,1822
"Mb1726",2292,2394,2223,1536,1259,1160
"Mb2492C",1085,1169,1051,1246,917,876
"Mb3621C",721,1030,834,1390,1014,806
"Mb1376",2495,2490,2338,1955,1576,1560
"Mb0238",1088,1083,1163,2510,2633,1508
"Mb0429C",1595,2095,1729,2280,1637,1504
"Mb0673",2315,1869,2024,1002,740,808
"Mb1431C",3521,3881,2932,1593,1236,1099
"Mb2426C",1164,1413,1400,1651,1157,1438
"Mb3212A",2338,1902,2245,1424,1398,1229
"Mb3781C",1895,2033,1959,1838,1727,1452
"Mb3584",1057,1293,1180,1881,1104,1489
"Mb1364C",1703,2194,1816,1653,1467,1241
"Mb3063C",2891,2932,2739,1920,1396,1358
"Mb2737C",1761,2017,2157,2086,1568,1765
"Mb3275C",4684,3412,3861,2061,1473,1527
"Mb1241",2345,2351,2451,1755,1480,1448
"Mb1355",2757,2606,2897,2150,1693,1971
"Mb3734C",1330,1576,1378,1772,1126,1129
"Mb1366",2139,2406,2164,2026,1573,1592
"Mb0938C",1530,1547,1395,1508,1611,1233
"Mb1038",1553,1730,1760,2047,1581,1627
"Mb2384",742,852,833,2211,1138,1687
"Mb0990C",1980,2223,2278,2351,2306,2014
"Mb1007",3946,3377,3595,2515,2511,1821
"Mb3839C",1882,2028,2059,2077,1312,1716
"Mb2205C",1993,1992,2163,1893,1586,1716
"Mb1521",1796,1870,1911,1328,859,1144
"Mb0420C",4789,3593,4313,1664,1362,1124
"Mb2532C",811,932,934,1249,1169,864
"Mb1223",1621,1790,1759,1975,1275,1500
"Mb0308",2066,1926,2241,2246,1939,1880
"Mb3879",1353,1194,1300,1603,1345,1519
"Mb3040C",1001,1405,1127,1564,916,992
"Mb1435C",1553,1801,1720,1571,1010,1259
"Mb1849C",1935,2049,1630,1173,1122,781
"Mb0937C",1209,1269,1206,1639,1802,1369
"Mb3685",3093,2564,3678,2306,1743,1753
"Mb1116",1018,1129,957,1132,962,530
"Mb2873C",2505,3261,2447,1830,1761,1276
"Mb3267C",1178,1219,1248,1898,1848,1342
"Mb3760C",1043,1312,1189,1941,2437,1412
"Mb3264C",3170,3747,3252,1734,1708,1127
"Mb3926C",1449,1533,1357,1269,1060,931
"Mb2090",1726,2566,1841,1918,1468,1004
"Mb3875CB",1602,1960,1905,1789,1418,1554
"Mb2020",11192,5584,9767,4835,894,4246
"Mb2295",1420,1825,1761,1947,1161,1625
"Mb0512A",1114,1042,1055,2153,1983,2222
"Mb3880",1224,1321,1277,1845,1141,1414
"Mb3510C",1268,1494,1530,2016,1517,1934
"Mb2428",1397,1342,1404,1743,1505,1349
"Mb0147",621,686,539,1624,1880,773
"Mb2058",2515,1165,2118,2109,408,2049
"Mb2383C",2879,2553,2577,1759,1221,1305
"Mb0488",2070,2525,2194,1863,1785,1206
"Mb1026",1987,2450,2345,2256,1710,1664
"Mb2693",2191,2270,2419,2029,1603,1464
"Mb2880",1478,1489,1515,1801,1498,1453
"Mb2601C",843,1081,980,2111,1553,1505
"Mb1804",2126,2475,2186,1683,1576,1255
"Mb3779C",2079,2335,2136,2155,2109,1689
"Mb2938C",1547,1866,1544,1902,1606,1407
"Mb3517C",595,520,608,2417,1683,1941
"Mb2732",1916,1682,1825,1456,1269,1142
"Mb1717",1294,2097,1643,1936,1196,1460
"Mb0483",3067,3121,3031,1731,1429,1423
"Mb3120C",13753,8374,11787,4121,2689,2011
"Mb2294",680,775,880,1705,921,1667
"Mb3844C",754,740,769,930,813,772
"Mb1616",631,805,776,1638,1133,1288
"Mb0762",950,1134,1069,1797,1709,1337
"Mb3469C",2771,3349,2554,1786,1460,1141
"Mb1551",1101,1120,1162,1783,1314,1296
"Mb3297",4262,3075,3510,1974,1412,1647
"Mb0530",760,930,942,1998,1812,1706
"Mb1654C",2549,2253,2345,1379,1331,1089
"Mb3084C",1786,1719,1774,2189,2446,1760
"Mb2589C",986,1193,1141,1286,1142,712
"Mb0145",869,796,864,926,838,742
"Mb1688",1419,1877,1424,2114,1742,1394
"Mb0959",2009,1837,2006,1880,1353,1616
"Mb2771",2530,2568,2525,1992,1508,1391
"Mb1267",1398,1402,1423,1463,1179,1137
"Mb3787C",1032,1327,1134,1406,841,1262
"Mb3234C",846,1057,1044,2132,1388,1951
"Mb2262C",1191,1279,1202,1767,1274,1482
"Mb1114C",1184,1518,1341,2008,1416,1324
"Mb1303C",2366,2725,2434,1804,1658,1347
"Mb0447C",1600,1553,1646,1801,1126,1584
"Mb2648C",1325,1508,1264,1807,1415,1017
"Mb0233",1304,1910,1505,1875,1251,1258
"Mb3066C",1150,1233,1330,1920,1396,1277
"Mb2755C",2381,2022,2211,1368,1271,1251
"Mb2710",2266,2433,2458,1721,1362,1432
"Mb3755",4791,4429,4602,1653,1119,882
"Mb0824",558,846,717,1449,1295,1198
"Mb1619C",1035,641,761,1554,1386,921
"Mb3129C",747,970,950,1996,1164,1732
"Mb2571",993,1135,1058,1632,1296,1272
"Mb2644C",824,1177,977,1349,841,1030
"Mb2695C",2252,2198,2114,1510,1179,1137
"Mb0579C",819,989,915,1684,1607,1274
"Mb0138",4177,3889,4303,1950,1436,1608
"Mb1642",1798,2212,2154,1975,1485,1483
"Mb3806",1981,1932,1820,1709,1567,1319
"Mb2645C",901,1229,983,1473,942,1127
"Mb0903C",1371,1749,1588,1939,1796,1502
"Mb3922C",1220,1279,1285,1622,1355,1299
"Mb2152",1382,1681,1766,2334,1776,1996
"Mb0585",5429,3269,4653,3137,1144,2901
"Mb1676",1201,1158,1129,1532,1063,1348
"Mb2164C",372,355,398,1350,915,1129
"Mb3145",2564,1950,2296,1485,1233,1254
"Mb2684",2142,2075,2055,1604,1403,1349
"Mb2153C",1388,1375,1290,1966,1951,1379
"Mb2876C",3005,3274,2946,1712,1442,1345
"Mb0572",3085,3264,3099,2025,1426,1335
"Mb3857C",2515,2578,2523,1322,1189,968
"Mb0605",2199,1850,2232,2009,1700,1550
"Mb3198C",7455,6279,6904,2099,1727,1558
"Mb3074C",3072,2377,2660,1483,1454,1601
"Mb1525",1740,1833,1784,1719,1618,1470
"Mb1757C",1274,1770,1447,1491,1068,1451
"Mb3687C",1123,1458,1225,1267,822,964
"Mb2634",1966,1944,1936,1814,1414,1425
"Mb0921C",2624,2815,2493,1408,1341,872
"Mb3512C",2732,2541,2601,1796,1371,1486
"Mb1350C",3175,2659,2855,1166,955,1001
"Mb3845C",1168,1227,1184,1231,914,1041
"Mb0561C",1522,1975,1618,1903,1201,1578
"Mb3652",559,618,633,2024,1247,1853
"Mb0419C",3032,2473,2472,1906,1684,1360
"Mb3067C",1643,1629,1665,1678,1183,1198
"Mb0446C",1524,1481,1625,1651,1064,1279
"Mb2378C",704,649,689,1583,1216,1481
"Mb3739",1197,1313,1353,1818,1042,1197
"Mb1850C",1026,1058,1106,1300,1101,1237
"Mb0197",3339,3091,3118,1832,1481,1170
"Mb2367",2059,2278,2420,2202,2202,1857
"Mb1535C",1225,1116,1367,1840,1420,1566
"Mb0146C",957,1017,1020,1339,1214,1172
"Mb3528C",1113,1521,1240,1997,1935,1480
"Mb2417B",875,747,762,2480,2103,1880
"Mb2538C",2620,2900,2746,2263,1895,1747
"Mb0451",2761,2872,2962,1765,1375,1543
"Mb0494C",1202,1376,1333,1823,1318,1468
"Mb1412C",1419,1474,1419,1685,1355,1275
"Mb0960",1705,1684,1735,1717,1251,1267
"Mb2340C",2155,2474,2286,2047,2210,1656
"Mb3157C",3016,2103,2725,2858,687,2736
"Mb3481",1688,1399,1659,1339,742,1145
"Mb1148",2264,2481,2397,1817,1544,1822
"Mb0607",1697,1609,1817,2060,1772,1563
"Mb1906",1106,1003,1146,1134,1124,985
"Mb2794C",1507,1786,1625,1448,1498,1189
"Mb0469",569,589,660,1825,1362,1565
"Mb2276",188,261,199,1632,1419,1250
"Mb1199C",1987,2026,1995,1777,1421,1427
"Mb1856",1634,1633,1666,1665,1447,1239
"Mb3751",2199,2379,2397,1657,1480,1320
"Mb0074",2912,2955,2913,1676,1359,1355
"Mb0571",1997,2008,2109,1747,1380,1381
"Mb1354C",2075,1848,1929,2160,1996,1912
"Mb3638C",2260,2370,2050,1226,1148,914
"Mb0512",1589,1795,1785,2385,1921,1972
"Mb1263C",1106,1016,1083,1243,1082,959
"Mb0779C",2413,2244,2395,1952,1658,1462
"Mb3639C",2181,2490,2299,1559,1340,1242
"Mb1872C",1577,1831,1664,1464,1488,1117
"Mb0339",1325,1476,1570,1957,1522,1656
"Mb2388C",2301,2492,2379,1480,1208,1169
"Mb3408",1437,1992,1725,1326,914,1121
"Mb2694C",1749,1820,1694,1525,1239,1243
"Mb2142C",1674,1800,1957,1436,1084,1184
"Mb0862",1757,1123,1427,1406,1443,777
"Mb0350",1430,1581,1412,1289,1187,943
"Mb2640",763,1045,929,1984,1759,1235
"Mb2735",2630,2190,2788,1678,1253,1316
"Mb0235C",729,760,881,1510,1144,1230
"Mb3617",1993,1926,1988,1411,1189,1105
"Mb2414",1202,1124,1120,991,866,833
"Mb0970",1281,1673,1289,1430,1017,1061
"Mb1550",1139,1154,1305,1538,1378,1288
"Mb2707C",2331,2212,2259,1160,993,859
"Mb0257C",672,536,555,1164,854,1087
"Mb1398C",1267,1263,1276,1153,1104,984
"Mb3753",1161,1188,1207,1389,1308,1110
"Mb2772",1498,1538,1642,1405,1254,1161
"Mb2159C",1471,1871,1477,1758,1634,1256
"Mb0509",1352,1738,1497,1899,1159,1185
"Mb2935",1204,1283,1282,1676,986,1254
"Mb1023A",2254,2090,2350,2368,2391,2031
"Mb1512",1555,1454,1690,1728,1646,1417
"Mb1044C",1882,1747,1974,2384,1700,1785
"Mb1242",2548,2608,2577,1774,1523,1320
"Mb1442",1100,1183,1017,1444,1228,1008
"Mb1432C",4027,3189,3329,1583,1318,1125
"Mb1194",1219,1352,1223,1722,1083,1364
"Mb0889",2567,2646,2700,1861,1632,1316
"Mb3455C",1532,2458,1693,1602,905,961
"Mb0949C",923,1331,1033,1158,739,1003
"Mb0966C",1184,1272,1171,1279,1156,901
"Mb1576",411,490,501,1988,1967,982
"Mb2727C",1367,1456,1449,1959,1482,1588
"Mb2728",1759,1520,1618,1627,1495,1157
"Mb3056",1352,1596,1589,1863,1183,1309
"Mb1899",1416,1734,1469,1278,1359,983
"Mb3060C",2315,2047,2421,1935,1902,1562
"Mb0642",1399,1335,1280,1713,1231,1510
"Mb0244",4345,3653,4183,1763,1494,1379
"Mb2712C",2469,2378,2445,1694,1439,1267
"Mb3654",885,1081,951,1621,1237,1257
"Mb1083",1827,2071,2047,1600,1189,1324
"Mb0622",3301,2816,3119,1317,1233,990
"Mb3348",798,1003,810,1416,1196,1183
"Mb0004",1045,1085,1153,1135,1108,998
"Mb3790C",1120,1475,1324,1264,1111,978
"Mb2502C",1348,1604,1552,2162,1459,1527
"Mb2404C",767,781,625,1644,731,1510
"Mb2429C",859,1063,907,2348,2582,1452
"Mb0604",2432,1759,2258,1565,1474,1380
"Mb0856",1351,1754,1230,1443,861,631
"Mb2261",1455,1606,1631,1595,1409,1212
"Mb1573",1754,2099,1802,1795,1240,1698
"Mb0777C",1391,1199,1154,1295,1385,972
"Mb2605",1092,1211,1090,1412,1123,1118
"Mb0667",1145,1594,1180,1751,1462,1011
"Mb1270",1051,1177,1189,1769,1539,1464
"Mb3729C",1838,2312,1921,1837,1958,1344
"Mb3774",985,855,1106,1748,1184,1494
"Mb1807C",2825,2936,2834,1320,656,1521
"Mb0140C",1518,1348,1531,1971,1349,1451
"Mb3759",851,962,846,1334,1224,1117
"Mb3355C",1233,1181,1134,1779,2529,1186
"Mb3740",622,806,777,1814,1283,1347
"Mb1914C",2285,2278,2225,1921,1804,1487
"Mb1387",1405,1543,1417,941,1020,1028
"Mb1203",2899,2268,2782,1677,1377,1675
"Mb2515C",834,1055,817,1511,1526,972
"Mb3856",753,803,847,1353,1072,1086
"Mb2610",1440,1336,1512,1325,1367,1089
"Mb0436C",784,973,887,1547,927,1168
"Mb3553",7686,6062,6932,1449,1405,1115
"Mb0220",687,783,817,1299,726,1133
"Mb3599C",1812,1830,1801,1420,1422,1138
"Mb3438C",1908,2153,2110,1992,1470,1790
"Mb2903C",2897,2701,2694,1222,1179,1009
"Mb3684C",8112,7447,7530,1289,1131,638
"Mb3619C",1550,1492,1563,3937,7887,2236
"Mb1415",715,791,780,1239,815,825
"Mb0934",2074,2123,2148,1642,1469,1284
"Mb0502C",944,1081,859,1197,1000,754
"Mb3762",919,1160,1052,1433,1347,1146
"Mb3914C",914,978,949,1100,1285,845
"Mb2138",865,931,1036,2316,1660,1928
"Mb3930C",1616,1733,1556,1289,1063,921
"Mb3085",1253,1237,1186,1450,1421,1167
"Mb3556",1732,1460,1691,1355,1533,1165
"Mb0070C",327,580,410,2001,1854,1341
"Mb2566C",1791,1905,1776,1426,1156,1253
"Mb2746C",1218,1402,1171,1045,876,768
"Mb2107C",2003,1923,1937,2202,1990,1732
"Mb1504",867,1042,915,2427,2045,1404
"Mb1523",1864,1921,1801,1257,1333,1051
"Mb3631C",957,1035,1009,1489,1243,1315
"Mb1597",1507,2052,1459,1646,966,899
"Mb2157C",1874,1783,1733,1454,1171,994
"Mb2254C",572,970,786,1194,884,800
"Mb0011C",1813,1590,1764,1072,1013,1012
"Mb1510C",1455,1345,1528,1412,1217,1101
"Mb3368C",2497,2837,2608,1313,1011,1065
"Mb1591C",2333,2047,2303,1715,1545,1477
"Mb0497",1503,1862,1454,1302,1057,1008
"Mb1179C",1817,1805,1797,1145,784,875
"Mb1468",414,495,507,1096,962,940
"Mb0510",1070,1382,1247,1661,1189,1194
"Mb1931C",883,1080,1019,1448,1050,1269
"Mb3815C",976,1176,1126,1339,865,895
"Mb2432C",998,827,1004,1999,1735,1338
"Mb0614C",1491,1544,1476,1411,1016,1206
"Mb1215",1062,1279,1110,1373,1959,859
"Mb1572",1349,1614,1349,1192,849,1120
"Mb3711C",1178,984,1116,2073,1560,1939
"Mb1988A",958,745,872,1458,1337,1302
"Mb3561C",3032,2212,2523,1216,1210,954
"Mb3021",679,958,715,801,576,603
"Mb3814",2852,2828,2758,1680,1404,1299
"Mb1258C",1444,1992,1410,1096,814,615
"Mb0027",1554,1604,1549,1498,1333,1207
"Mb3722C",1868,1954,1814,1288,852,1220
"Mb0490C",2075,1724,2086,1646,1158,1420
"Mb0167C",1533,1816,1622,1544,1099,953
"Mb2708C",601,808,655,1417,1010,925
"Mb0411",1355,1506,1509,1344,1103,1359
"Mb3756",1437,1465,1585,1594,1712,1236
"Mb0944C",1158,1300,1243,1601,1070,1270
"Mb0245",3142,2274,2587,1950,1717,1493
"Mb2785C",1022,1571,1279,1436,1192,1158
"Mb1277C",1907,2792,2280,1506,1135,1219
"Mb2382C",2319,2228,2223,1505,1178,1134
"Mb0827",683,852,752,1330,824,1055
"Mb1646C",596,692,577,1320,1182,878
"Mb0899C",1655,1619,1652,1396,1144,1094
"Mb3513C",3411,3095,3247,1588,1165,1308
"Mb3332",705,852,876,1739,1052,1418
"Mb3134C",1060,1295,1027,1514,1259,1286
"Mb0843",1966,1784,1907,1424,1328,1195
"Mb3710C",1375,1414,1458,1551,1275,1234
"Mb3065C",929,1039,1032,1706,1313,1175
"Mb1751",878,888,839,1403,1003,919
"Mb0527",2433,3154,2300,1546,1040,914
"Mb2356C",518,548,467,1487,577,1752
"Mb2878",547,680,560,968,877,513
"Mb2702",1114,1048,1230,1669,1625,1273
"Mb1266",1016,995,1128,1261,1057,1091
"Mb2235",1077,917,1035,1595,1120,1268
"Mb2868",738,791,886,1166,676,991
"Mb0565C",1335,1380,1305,1939,1569,1427
"Mb3338",1403,1158,1316,1621,1256,1437
"Mb2674",542,525,633,711,633,486
"Mb1556",905,1131,980,1096,858,1063
"Mb1297CB",1372,1290,1313,1989,1682,1567
"Mb0627C",1934,1756,1712,1258,1391,1015
"Mb3461C",1008,1079,1099,1387,1870,844
"Mb0400C",1280,1606,1466,1259,908,907
"Mb0287C",852,1062,682,990,851,515
"Mb1788",587,829,669,971,511,672
"Mb1846",1222,1517,1278,2204,1643,1372
"Mb1779C",1739,2177,1874,838,543,773
"Mb3179",1873,1618,1901,1223,1070,1091
"Mb3795",1346,1364,1336,1098,881,980
"Mb2881",3065,2336,2709,1118,976,973
"Mb1947C",619,886,701,730,442,616
"Mb3404",1109,1317,1099,1415,1037,958
"Mb0558C",1892,2375,1973,2318,1686,1575
"Mb0648C",685,900,764,1359,1020,831
"Mb1370",1134,1295,1070,1248,965,990
"Mb1436",1637,2339,1875,1479,1083,1133
"Mb3659",965,1272,1252,1829,1214,1405
"Mb0694",645,878,639,972,876,770
"Mb2855",1053,1193,1034,1533,1367,873
"Mb1441",1476,1506,1389,1084,769,777
"Mb1318",3504,2885,2737,1394,887,1198
"Mb3253",2317,2975,2471,2029,1258,1501
"Mb0196",2447,1794,2186,913,791,795
"Mb0003",1319,1183,1273,968,783,915
"Mb2542",2375,2142,2110,1030,866,939
"Mb3121C",13843,8308,11543,4315,2654,2066
"Mb0928C",1042,1144,1149,1214,826,909
"Mb1285",1416,1539,1518,1378,864,1120
"Mb3463C",1124,1481,1058,1398,1071,654
"Mb1793C",1042,1047,1021,1315,1071,1106
"Mb3226C",1617,1843,1700,839,732,549
"Mb0643",1601,1615,1567,1565,1137,1178
"Mb2595",1218,1505,1161,1206,869,785
"Mb3086C",2514,1993,2199,1501,1269,1275
"Mb1685",409,770,443,1237,507,826
"Mb2402C",602,595,507,1392,831,1145
"Mb0193",1790,2110,1828,1266,855,979
"Mb2561C",1071,1253,1133,1421,1295,1083
"Mb1577",378,456,384,1888,2092,964
"Mb2636C",1045,1198,915,1234,842,892
"Mb2874C",1598,2025,1645,1325,1266,941
"Mb0205",1069,1265,1165,1117,672,981
"Mb2788C",728,813,744,1228,803,843
"Mb3271C",1590,1702,1644,1378,1196,1057
"Mb2068C",1014,1248,1144,1062,782,900
"Mb2822",1835,2003,1796,1617,1648,1118
"Mb3887C",1927,1736,1854,1405,1125,1093
"Mb3456C",1457,1917,1467,793,529,691
"Mb1212C",1965,2334,2000,1323,1067,1070
"Mb0024",962,1293,973,1220,869,879
"Mb3282",1475,1485,1562,1377,1150,1158
"Mb3890",1060,1042,1014,1106,895,778
"Mb0625",1997,1854,1930,1333,1261,1074
"Mb0767",509,762,602,1327,690,592
"Mb3548C",1713,1465,1558,1294,1310,1072
"Mb0697",896,595,808,912,633,660
"Mb2195",2782,2914,2689,1566,1149,1218
"Mb1092C",1363,1399,1294,1283,1020,881
"Mb0133",719,823,837,1217,821,1013
"Mb3241",1052,890,987,1278,909,1042
"Mb1369",1619,1505,1356,1010,825,842
"Mb2664",6772,4571,5474,2177,838,1952
"Mb0066",708,592,729,905,772,839
"Mb3783C",2603,3208,2619,1063,913,758
"Mb0710C",2093,2366,2202,1272,988,983
"Mb3920C",674,667,747,828,872,782
"Mb1533",1101,1297,1147,1452,1078,1058
"Mb1115",1368,1418,1360,1185,911,960
"Mb1595",1801,1847,1869,1646,1182,1329
"Mb2811",1103,1399,1188,1526,1067,1035
"Mb2511",986,1149,1129,1150,796,891
"Mb1762C",2607,1137,1992,1699,370,1737
"Mb1024",2457,2189,2370,2089,2076,1685
"Mb1049",1372,1675,1503,1512,1140,1309
"Mb2137",1292,1504,1434,1706,1246,1354
"Mb2578A",1536,1522,1628,1509,1113,1348
"Mb3166C",971,856,953,1700,1912,1091
"Mb2984C",551,548,613,893,569,876
"Mb0437C",815,1009,1058,1302,727,1138
"Mb1538",752,837,855,1305,1493,1020
"Mb3921C",682,798,715,1162,1046,759
"Mb0794",1536,1846,1766,1203,1145,998
"Mb3248C",993,999,983,1195,1021,946
"Mb0750",593,736,625,1127,693,716
"Mb1466",1034,1151,1021,1039,909,861
"Mb0211",2190,2107,2082,1684,1220,1343
"Mb0045C",1033,942,1072,1225,1038,991
"Mb2949C",1877,2015,1908,1193,846,787
"Mb0594",1431,1294,1386,1188,1160,849
"Mb1920C",859,986,901,1064,930,889
"Mb3800",1190,1463,1332,1673,970,1143
"Mb0909",1560,2423,2011,1434,1465,1460
"Mb0553",1208,1308,1169,1134,905,649
"Mb3842",1267,1445,1360,1272,1145,1041
"Mb2085",1206,1275,1256,1136,1009,902
"Mb3195",1309,1692,1424,1424,1327,1058
"Mb3600C",1763,1798,1615,1183,1097,818
"Mb1360C",1278,1763,1090,1102,818,534
"Mb0584",2014,1203,1649,1579,657,1515
"Mb0922C",1173,1085,1114,1231,1072,897
"Mb1157C",1040,1239,1098,1180,807,932
"Mb1072C",1928,1727,1782,1366,1188,1163
"Mb3915C",1021,1113,965,998,1142,732
"Mb3716",928,895,991,1385,1308,1124
"Mb3236C",1646,1709,2010,1797,1285,1596
"Mb2497",1884,1757,1936,1284,874,939
"Mb3721C",1385,1666,1437,1103,804,999
"Mb1292C",1462,1468,1522,1182,952,1121
"Mb3329C",1162,1478,1462,1370,1177,1159
"Mb0466C",795,790,839,1003,622,1021
"Mb0449C",1580,1539,1730,1184,996,956
"Mb1244C",1409,1546,1446,1372,1093,1091
"Mb1365C",1383,1602,1305,1168,930,897
"Mb0516C",1136,1122,1213,1489,1109,1273
"Mb2025",380,402,401,885,550,642
"Mb0518",880,1228,1122,1664,1669,1418
"Mb0484",1814,2543,2030,1336,1333,1213
"Mb1552",795,1024,964,1319,1228,1062
"Mb3397C",921,1030,928,1353,1117,923
"Mb3462C",1012,1172,1133,1306,1250,856
"Mb1650C",478,541,510,1199,1195,991
"Mb2990C",782,892,812,974,928,640
"Mb1174C",2390,2259,2507,1217,940,852
"Mb2314",2446,2970,2425,1123,715,1000
"Mb1492C",1601,1702,1802,1740,1156,1365
"Mb3780",1520,1680,1638,1417,961,1082
"Mb3420",435,619,377,1187,985,459
"Mb3544C",552,500,533,1035,822,746
"Mb3923C",1569,1762,1645,1127,912,894
"Mb0819C",963,1102,950,803,646,508
"Mb0545",949,1137,822,1008,800,600
"Mb2825C",1627,2029,1845,1663,1186,1091
"Mb2760",1028,1048,1169,1407,1488,1130
"Mb1801",1259,1254,1305,2248,1920,1695
"Mb2628",996,1152,1189,1405,1385,1213
"Mb2570",599,885,610,941,605,483
"Mb1059",514,659,594,982,652,725
"Mb1047",1921,1765,1824,1312,1206,903
"Mb3852",1457,1367,1469,1465,971,1088
"Mb1645",1067,1140,1053,1191,1030,857
"Mb2106",691,815,835,1292,894,1019
"Mb2995",575,602,596,920,755,754
"Mb0060",1183,916,980,1205,1023,964
"Mb3636C",1342,1508,1256,1123,995,763
"Mb0768",853,1027,689,862,711,372
"Mb3113",760,921,793,1055,1131,586
"Mb0635",1324,1549,1322,1306,767,996
"Mb2072",1254,1350,1201,1419,1136,1153
"Mb3647",1717,1484,1633,1139,921,943
"Mb0388C",1498,1600,1431,1043,927,714
"Mb0698C",1286,1261,1434,1449,1411,1131
"Mb0214C",2758,2344,2827,2013,1652,1593
"Mb0693",831,1178,747,987,843,614
"Mb1273",944,1087,1149,1357,807,1317
"Mb3577",722,800,714,1405,1140,1157
"Mb3853C",1001,945,976,1471,1699,940
"Mb1061C",621,723,681,1659,1572,978
"Mb0868",1042,1097,1226,1100,737,931
"Mb0372C",1093,1132,986,1187,922,835
"Mb1452",2423,2959,2757,1469,1082,1121
"Mb3851",1393,1309,1438,1036,951,991
"Mb3038",763,754,781,560,306,361
"Mb1964C",1859,2492,2157,783,451,773
"Mb1032C",1508,1524,1490,1461,1122,835
"Mb0394C",1133,1391,1101,1370,1205,935
"Mb1191C",665,672,722,1270,1239,1013
"Mb1042C",504,585,563,990,628,782
"Mb0915C",2002,2180,2307,1213,911,1337
"Mb1448",1629,1837,1794,1271,1108,1018
"Mb2531C",618,731,630,941,859,610
"Mb1927C",1364,1120,1184,789,722,575
"Mb0878",445,627,530,1335,1136,970
"Mb0395",649,828,743,980,768,664
"Mb3009",687,714,751,916,915,772
"Mb1383",1634,1827,1786,1360,715,1073
"Mb0548C",565,703,658,1112,706,834
"Mb3024",607,568,525,518,387,582
"Mb2798C",1597,1602,1511,1553,1208,1091
"Mb3090",1320,1336,1486,1038,857,819
"Mb0560C",1230,1336,1239,1510,995,1269
"Mb1707",926,1312,910,974,869,761
"Mb2228C",2168,1967,2070,1138,1199,1040
"Mb0237",986,882,1005,1470,1597,955
"Mb2943C",1499,1428,1336,672,764,697
"Mb0791",730,704,734,810,638,695
"Mb1854",1419,1454,1438,1315,1095,906
"Mb1085",1467,1472,1530,1027,762,927
"Mb3072C",720,679,733,1096,1227,920
"Mb1410",623,614,626,1152,995,823
"Mb0639",1577,1140,1498,1074,944,860
"Mb3694",1049,994,974,1216,947,1064
"Mb3731C",871,960,905,1505,1657,1014
"Mb3810",1764,1679,1716,1112,908,1091
"Mb0274C",825,850,885,1195,1487,957
"Mb2012C",306,310,381,640,617,518
"Mb2257",652,702,688,800,527,541
"Mb1050",1436,1661,1333,1247,985,898
"Mb3726C",1012,1095,971,1288,1519,865
"Mb0053",1645,1609,1705,1428,1062,1103
"Mb2287C",1096,1225,1279,1290,976,963
"Mb2116C",345,324,325,1122,587,768
"Mb1953C",1328,1683,1448,1452,1511,928
"Mb0993",1671,1282,1348,579,596,532
"Mb2063C",660,846,728,870,720,749
"Mb0925",1392,1427,1272,1028,1029,839
"Mb0049C",997,1100,1044,1378,935,1076
"Mb1190",1502,1428,1645,1338,1327,1101
"Mb1485C",638,804,513,875,573,322
"Mb0544",1022,1289,1018,1280,1024,957
"Mb3635C",1527,1616,1371,1287,1170,939
"Mb2044C",546,480,481,797,683,709
"Mb2313",1447,1460,1532,949,644,948
"Mb3864C",545,616,624,1162,559,916
"Mb3607",1844,2055,2030,1259,932,973
"Mb1992",639,534,614,1305,1143,989
"Mb3223",1050,1128,1154,1548,967,1425
